City,Day,Date,Station,Use Case,Status,CPO Name,Manufacturer,MODEL,Voltage(V),Current(A),Power(kW),Start Method,Has_12A_24A,Start Time,Start SoC(%),End Time,End SoC(%),End Method,End Reason,Test Result,Error Describe,Remark,cpo_pinyin,city_abbr,station_num,station_id,Internal_Market_Share (%),National_Impact_Share (%)
重庆,2,2026-03-16,岳华新能源汽车充电站(汇祥好莱坞站),UC01_CC_DC_AC_Sessions,Normal Test,岳华新能源,四川英傑新能源有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:30:00,,2026-03-16 14:35:00,,,Manual Stop,Pass,,,yue_hua_xin_neng_yuan,CQ,1,CQ_yue_hua_xin_neng_yuan_001,,
重庆,2,2026-03-16,驿满充电汽车充电站(驿满开泰路公交),UC01_CC_DC_AC_Sessions,Normal Test,驿满充电,青島特來電新能源科技有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:45:00,,2026-03-16 14:55:00,,,Manual Stop,Pass,,,yi_man_chong_dian,CQ,1,CQ_yi_man_chong_dian_001,,
重庆,2,2026-03-16,渝快充汽车充电站(江北五里店站),UC01_CC_DC_AC_Sessions,Normal Test,渝快充,浙江萬馬新能源有限公司,DC,500.0,290.0,180.0,Scan QR Code,1.0,2026-03-16 15:05:00,,2026-03-16 15:15:00,,,Manual Stop,Pass,,,yu_kuai_chong,CQ,1,CQ_yu_kuai_chong_001,,
重庆,2,2026-03-16,润诚达汽车充电站(润宝三狼国际站),UC01_CC_DC_AC_Sessions,Normal Test,潤成達,深圳市潤誠達電力科技有限公司,DC,1000.0,250.0,120.0,Scan QR Code,1.0,2026-03-16 15:30:00,,2026-03-16 15:35:00,,,Manual Stop,Pass,,,run_cheng_da,CQ,1,CQ_run_cheng_da_001,,
重庆,2,2026-03-16,小马爱冲充电站,UC01_CC_DC_AC_Sessions,Normal Test,小馬愛充,廣州鋭速智能科技股份有限公司,DC,1000.0,250.0,250.0,Scan QR Code,1.0,2026-03-16 14:30:00,,2026-03-16 14:30:00,,,Manual Stop,Pass,,,xiao_ma_ai_chong,CQ,1,CQ_xiao_ma_ai_chong_001,,
重庆,3,2026-03-17,润来电超级充电站(重庆盛汇广场充电站),UC01_CC_DC_AC_Sessions,Normal Test,潤小電,杭州世創電子科技有限公司,DC,1000.0,250.0,250.0,Scan QR Code,0.0,2026-03-17 11:08:40,2.0,2026-03-17 11:10:12,8.0,LAT,Manual Stop,Pass,,,run_xiao_dian,CQ,1,CQ_run_xiao_dian_001,,
成都,3,2026-03-17,比亚迪闪充汽车充电站(领汇重庆众迈4S店),UC01_CC_DC_AC_Sessions,Normal Test,比亞迪,比亞迪,DC,1000.0,1000.0,1000.0,Scan QR Code,0.0,,2.0,,37.0,Target SOC,Manual Stop,Pass,,,bi_ya_di,CD,1,CD_bi_ya_di_001,,
成都,3,2026-03-17,重庆能投云杉智慧双龙路充电站,UC01_CC_DC_AC_Sessions,Normal Test,重慶能源,雲衫科技,DC,650.0,500.0,,Scan QR Code,1.0,2026-03-17 12:18:48,37.0,2026-03-17 12:18:48,39.0,CID,Manual Stop,Pass,,,chong_qing_neng_yuan,CD,1,CD_chong_qing_neng_yuan_001,,
重庆,3,2026-03-17,易佳電充電站,UC01_CC_DC_AC_Sessions,Normal Test,華之耀,广安鑫光新能源科技开发有限公司,DC,1000.0,250.0,160.0,Scan QR Code,1.0,2026-03-17 14:42:12,34.0,2026-03-17 14:42:46,36.0,CID,Manual Stop,Pass,,該站為充電樁 首次啟動失敗 充電模塊異常 ,hua_zhi_yao,CQ,1,CQ_hua_zhi_yao_001,,
成都,3,2026-03-17,迅電充電站,UC01_CC_DC_AC_Sessions,Normal Test,迅電,深圳永聯科技,DC,1000.0,500.0,160.0,Scan QR Code,1.0,2026-03-17 15:54:35,24.0,2026-03-17 15:54:40,32.0,LAT,Manual Stop,Pass,,,xun_dian,CD,1,CD_xun_dian_001,,
重庆,3,2026-03-17,智道充電站,UC01_CC_DC_AC_Sessions,"Station Inaccessible (Access Control, Construction, etc.)",智道,,,,,,,,,,,,,,,,停車場無法進入,zhi_dao,CQ,1,CQ_zhi_dao_001,,
重庆,3,2026-03-17,一碼充電,UC01_CC_DC_AC_Sessions,Normal Test,一碼,,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-17 16:24:27,38.0,2026-03-17 16:28:20,38.0,CID,Manual Stop,Pass,,,yi_ma,CQ,1,CQ_yi_ma_001,,
贵阳,1,2026-03-18,中国石化超级充电站(綦江赶水停车区超充站重庆捷充),UC01_CC_DC_AC_Sessions,Normal Test,倢電充,貴州鴻蒙,DC,750.0,300.0,360.0,Scan QR Code,0.0,2026-03-18 14:44:33,16.0,2026-03-18 14:46:53,21.0,APP,Manual Stop,Pass,,,jie_dian_chong,GY,1,GY_jie_dian_chong_001,,
贵阳,1,2026-03-18,贵州高速超级充电站(桐梓服务区海口方向充电站·华为超充技术支持),UC01_CC_DC_AC_Sessions,Normal Test,倢電充,貴州鴻蒙,DC,750.0,300.0,360.0,Scan QR Code,0.0,2026-03-18 14:44:33,16.0,2026-03-18 14:46:53,21.0,APP,Manual Stop,Pass,,,jie_dian_chong,GY,2,GY_jie_dian_chong_002,,
贵阳,1,2026-03-18,聚合快充腾龙湾汽车充电站,UC01_CC_DC_AC_Sessions,Normal Test,聚合快充,深圳聚合快充,DC,,,,Scan QR Code,0.0,2026-03-18 17:59:31,29.0,2026-03-18 17:59:35,32.0,LAT,Manual Stop,Pass,,,ju_he_kuai_chong,GY,1,GY_ju_he_kuai_chong_001,,
贵阳,1,2026-03-18,户户充汽车充电站(贵阳壹号新能源充电站),UC01_CC_DC_AC_Sessions,Normal Test,戶戶充,,AC,220.0,32.0,7.0,Scan QR Code,0.0,2026-03-18 18:10:31,24.0,2026-03-18 18:20:31,24.0,LAT,Manual Stop,Pass,,,hu_hu_chong,GY,1,GY_hu_hu_chong_001,,
贵阳,1,2026-03-18,云谷向黔充汽车充电站(天田智慧产业园慢充),UC01_CC_DC_AC_Sessions,Normal Test,云谷向黔,深圳巴斯巴,DC,750.0,250.0,120.0,Scan QR Code,1.0,2026-03-18 18:43:13,23.0,2026-03-18 18:43:16,24.0,CID,Manual Stop,Pass,,,yun_gu_xiang_qian,GY,1,GY_yun_gu_xiang_qian_001,,
