id,name,address,cityname,adname,location,biz_rating,biz_cost,biz_open_time,biz_opentime2,source_hex_id,cpo_final,longitude,latitude
B0LUBAGB6W,蔚来能源目的地充电站(成都三岔湖蕃薯藤度假酒店),三岔街道三岔湖内,成都市,简阳市,"104.267496,30.327518",2.5,,24小时营业,周一至周日 00:00-24:00,hex_111,蔚来,104.267496,30.327518
B0K26MTGIC,理想汽车充电站(理想超充站成都天府机场),四川航空天府分公司北门旁,成都市,简阳市,"104.458740,30.335299",3.8,,24小时营业,周一至周日 00:00-24:00,hex_137,理想,104.45874,30.335299
B0LUH9CY1L,理想超级充电站(理想超充站成都麓湖海浪运动公园),华阳街道嘉州路WAVE BOX海浪运动公园,成都市,双流区,"104.058221,30.461415",3.8,,24小时营业,周一至周日 00:00-24:00,hex_157,理想,104.058221,30.461415
B0L046VHJ5,小鹏超级充电站(小鹏S4超快充成都天府泰和泰中心站),隆和西巷299号(杭州路地铁站B2口步行400米),成都市,双流区,"104.087036,30.437222",3.8,,24小时营业,周一至周日 00:00-24:00,hex_157,小鹏,104.087036,30.437222
B0K15UEZG8,蔚来能源超级充电站(成都麓湖海浪公园),天津路西段,成都市,双流区,"104.054170,30.461369",2.6,,24小时营业,周一至周日 00:00-24:00,hex_157,蔚来,104.05417,30.461369
B0LGFGPI7O,蔚来能源目的地充电站(内部使用成都蔚蓝阁A区),天府新区正兴街道双燕路西段333号,成都市,双流区,"104.059810,30.440672",0.0,,24小时营业,周一至周日 00:00-24:00,hex_157,蔚来,104.05981,30.440672
B0LA7YN5JE,蔚来能源目的地充电站(内部使用成都蔚蓝轩A区),武汉路西段附近,成都市,双流区,"104.064090,30.441029",0.0,,24小时营业,周一至周日 00:00-24:00,hex_157,蔚来,104.06409,30.441029
B0LA7YL78D,蔚来能源目的地充电站(内部使用成都蔚蓝轩B区),武汉路西段蔚蓝卡地亚花园城内,成都市,双流区,"104.066070,30.441818",0.0,,24小时营业,周一至周日 00:00-24:00,hex_157,蔚来,104.06607,30.441818
B0LGFGO9F8,蔚来能源目的地充电站(内部使用成都蔚蓝阁B区),双燕路西段336号,成都市,双流区,"104.062160,30.439348",0.0,,24小时营业,周一至周日 00:00-24:00,hex_157,蔚来,104.06216,30.439348
B0LGVDSVPI,汽车充电站(私人小鹏共享充电桩),天津路东段1016号万科天府公园城悦庭负一层639号车位,成都市,双流区,"104.089807,30.465036",[],,24小时营业,周一至周日 00:00-24:00,hex_157,小鹏,104.089807,30.465036
B0L0K6P3XI,小鹏超级充电站(小鹏S4超快充成都龙泉红岭路站),红岭路375号停车场,成都市,龙泉驿区,"104.271810,30.574300",3.8,,24小时营业,周一至周日 00:00-24:00,hex_207,小鹏,104.27181,30.5743
B0J0U4US0D,小鹏超级充电站(小鹏S4超快充成都龙泉卡尔中心站),成龙大道三段388号卡尔中心,成都市,龙泉驿区,"104.223705,30.546355",5.0,,24小时营业,周一至周日 00:00-24:00,hex_207,小鹏,104.223705,30.546355
B0KRD9M5FE,理想汽车充电站(理想超充站成都龙泉驿红岭路),龙泉街道成都市龙泉驿区特殊教育学校,成都市,龙泉驿区,"104.272249,30.573859",3.8,,24小时营业,周一至周日 00:00-24:00,hex_207,理想,104.272249,30.573859
B0IUJ7IR9J,小鹏汽车充电站(小鹏超充成都龙泉吾悦广场站),龙泉吾悦地下停车场A101(入口大连北路),成都市,龙泉驿区,"104.238510,30.578180",3.8,,24小时营业,周一至周日 00:00-24:00,hex_207,小鹏,104.23851,30.57818
B0KGFL97VX,理想超级充电站(理想超充站成都航天城东侧停车场),龙泉街道燎原中路航天城,成都市,龙泉驿区,"104.261170,30.555325",3.5,,24小时营业,周一至周日 00:00-24:00,hex_207,理想,104.26117,30.555325
B0LDMRCIKF,蔚来能源超级充电站(成都市天府新区麓山沈阳路),万安街道麓山大道二段6号附33号,成都市,双流区,"104.087548,30.470365",4.9,,24小时营业,周一至周日 00:00-24:00,hex_181,蔚来,104.087548,30.470365
B0JR16LUJ2,小鹏目的地充电站(小鹏目充成都天府和悦体验中心20kW站),"天府和悦广场地下B1层(入口麓山大道二段)充电车位,四川省成都市双流区麓山大道二段199号天府和悦广场A馆-LG-60",成都市,双流区,"104.085657,30.486809",2.3,,24小时营业,周一至周日 00:00-24:00,hex_181,小鹏,104.085657,30.486809
B0J0PU9PVP,蔚来能源超级充电站(成都会龙祥龙一街),中和会龙路304号地面停车场,成都市,双流区,"104.078284,30.521742",2.6,,24小时营业,周一至周日 00:00-24:00,hex_181,蔚来,104.078284,30.521742
B0J3CSED0S,蔚来换电站(成都会龙祥龙一街),中和会龙路304号,成都市,双流区,"104.078148,30.521739",[],,24小时营业,周一至周日 00:00-24:00,hex_181,蔚来,104.078148,30.521739
B0LR3MBJB4,理想超级充电站(理想超充站成都海伦堡海伦春天),华阳街道牧华路三段辅路海伦堡海伦春天,成都市,双流区,"104.044620,30.485699",3.8,,24小时营业,周一至周日 00:00-24:00,hex_180,理想,104.04462,30.485699
B0IUDLJSLG,小鹏超级充电站(小鹏S4超快充成都复地御香山站),华阳镇街道东山大道一段复地御香山3悦地下停车场386,成都市,双流区,"104.069855,30.476566",3.3,,24小时营业,周一至周日 00:00-24:00,hex_180,小鹏,104.069855,30.476566
B0LUH9KM5J,理想超级充电站(理想超充站成都华阳大润发),怡心街道嘉美地(骑龙地铁站A口步行230米),成都市,双流区,"104.042840,30.523432",3.8,,24小时营业,周一至周日 00:00-24:00,hex_180,理想,104.04284,30.523432
B0J64S7EEC,蔚来换电站(成都天府恒大文化旅游城),天府大道南段2490号,成都市,双流区,"104.069436,30.484651",4.2,,24小时营业,周一至周日 00:00-24:00,hex_180,蔚来,104.069436,30.484651
B0LAVM605D,理想超级充电站(理想超充站成都高新区天府四街),桂溪街道悟空羽毛球运动公园,成都市,武侯区,"104.025200,30.540520",3.8,,24小时营业,周一至周日 00:00-24:00,hex_180,理想,104.0252,30.54052
B0L61UQL0E,蔚来能源目的地充电站(内部使用艾默生自动化流体四川有限公司),西航港开发区空港四路1128号,成都市,双流区,"103.983340,30.506147",0.0,,24小时营业,周一至周日 00:00-24:00,hex_180,蔚来,103.98334,30.506147
B0IKFLE0I4,蔚来能源汽车充电站(蔚来超充站成都天府恒大文化旅游城),天府大道南段2618号,成都市,双流区,"104.069543,30.484616",3.3,,24小时营业,周一至周日 00:00-24:00,hex_180,蔚来,104.069543,30.484616
B0L1FUWW8V,蔚来能源目的地充电站(内部使用成都市双流区感知成都中心),感知成都中心地下停车场,成都市,双流区,"104.007390,30.466026",0.0,,24小时营业,周一至周日 00:00-24:00,hex_180,蔚来,104.00739,30.466026
B0H309D4VY,汽车充电站(蔚来超充站成都雷鳗百日红西路),百日红西路地面停车场,成都市,锦江区,"104.145832,30.601244",4.7,,24小时营业,周一至周日 00:00-24:00,hex_206,蔚来,104.145832,30.601244
B0K2X62A83,小鹏超级充电站(小鹏S4超快充成都龙泉经开产业园站),成龙大道二段1666号成都龙泉经开产业园,成都市,龙泉驿区,"104.194731,30.561767",3.4,,24小时营业,周一至周日 00:00-24:00,hex_206,小鹏,104.194731,30.561767
B0I05PVHJE,小鹏汽车充电站(小鹏超充成都华熙LIVE·528商业区站),喜树街与海棠路交叉口南150米华熙live·528,成都市,锦江区,"104.145120,30.593319",3.8,,24小时营业,周一至周日 00:00-24:00,hex_206,小鹏,104.14512,30.593319
B0L114J1DY,友电目的地充电站(成都百日红西路蔚来超充站内),百日红西路东部副中心市政景观公园,成都市,锦江区,"104.143050,30.602015",2.2,,24小时营业,周一至周日 00:00-24:00,hex_206,蔚来,104.14305,30.602015
B0I6PRI3NZ,蔚来能源目的地充电站(已拆除成都世茂广场)(暂停营业),蔚来空间(成都世茂广场店),成都市,龙泉驿区,"104.187777,30.581440",0.0,,00:00-21:00,周一至周日 00:00-21:00,hex_206,蔚来,104.187777,30.58144
B0IR9LVQET,蔚来能源汽车充电站(成都中和湿地公园),中和湿地公园地面停车场,成都市,双流区,"104.108792,30.563395",4.7,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.108792,30.563395
B0K1JRB7YB,蔚来换电站(中和湿地公园),中和湿地公园1号门东350米,成都市,双流区,"104.108675,30.563275",4.3,,[],[],hex_205,蔚来,104.108675,30.563275
B0I0AP5VPC,蔚来能源汽车充电站(成都香月湖),吉庆二路333号香月湖地下停车场,成都市,武侯区,"104.060437,30.554934",4.7,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.060437,30.554934
B0K1TAV3D0,蔚来换电站(成都宜家家居高新商场),益州大道北段8号,成都市,武侯区,"104.060966,30.599482",[],,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.060966,30.599482
B0KKD6VRQY,小鹏超级充电站(能创·腾启特拉克斯超级充电站小鹏平台),桂溪街道天顺中街11号特拉克斯国际广场北楼,成都市,武侯区,"104.070591,30.593309",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.070591,30.593309
B0K0Y6M2RX,小鹏超级充电站(小鹏S5超快充成都天祥广场站),天府大道中段500号东方希望天祥广场,成都市,武侯区,"104.067410,30.552347",3.8,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.06741,30.552347
B0L6C63V1C,小鹏超级充电站(小鹏S4超快充成都大源公园站),天府三街988号大源中央公园(入口天府三街),成都市,武侯区,"104.051867,30.547071",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.051867,30.547071
B0K3XH2FC0,汽车换电站(蔚来高新机场路站),新园南三路133号,成都市,武侯区,"104.035091,30.593207",[],,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.035091,30.593207
B0LR9CQ1NG,理想超级充电站(理想超充站成都佛莱雅花园酒店),桂溪街道天仁路247号佛莱雅花园酒店(新加坡),成都市,武侯区,"104.071846,30.601368",3.8,,24小时营业,周一至周日 00:00-24:00,hex_205,理想,104.071846,30.601368
B0K0JZ0UR6,蔚来能源目的地充电站(蔚来V2G充电站|成都城南天府),天府大厦地下停车场(火车南站地铁站E口步行300米),成都市,武侯区,"104.063770,30.604013",2.6,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.06377,30.604013
B0LABY4AKR,理想超级充电站(理想超充站成都特拉克斯国际广场),桂溪街道天顺路159号特拉克斯国际广场北楼,成都市,武侯区,"104.070820,30.593367",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,理想,104.07082,30.593367
B0J1MATXQL,小鹏超级充电站(小鹏S4超快充成都汇锦广场站),盛华北路199号附201号汇锦城(入口盛安街),成都市,武侯区,"104.053310,30.558008",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.05331,30.558008
B0KKX7VN80,理想超级充电站(理想超充站成都高新新园大道),高新技术产业开发区(南区),成都市,武侯区,"104.040825,30.593155",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,理想,104.040825,30.593155
B0KK46XVU2,小鹏超级充电站(小鹏S4超快充成都月牙湖酒店站),高新区吉瑞一路200号航天城上城,成都市,武侯区,"104.060410,30.556620",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.06041,30.55662
B0L0F6S9P8,小鹏超级充电站(小鹏-bp S4超快充成都高新欧尚站),桂溪街道盛和一路高新欧尚地面停车场,成都市,武侯区,"104.061745,30.602602",3.3,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.061745,30.602602
B0LRO6W5S8,小鹏超级充电站(小鹏S4超快充成都港宏华府大道二期站),华阳街道欣宇都市港湾蓝润置地广场,成都市,双流区,"104.065950,30.526482",3.0,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.06595,30.526482
B0IBA6QB2W,蔚来能源汽车充电站(中和蓝新),地面停车场,成都市,双流区,"104.089779,30.546888",2.6,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.089779,30.546888
B0LR16ROZB,小鹏超级充电站(小鹏S4超快充成都港宏华府大道站),华阳镇街道欣宇都市港湾蓝润置地广场,成都市,双流区,"104.065865,30.526638",3.0,,24小时营业,周一至周日 00:00-24:00,hex_205,小鹏,104.065865,30.526638
B0IK3AM9GF,蔚来换电站(成都桂溪公园站),益州大道中段700号,成都市,武侯区,"104.066834,30.560765",4.3,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.066834,30.560765
B0KR7RNN0A,蔚来换电站(中和蓝新站),红星路南延线辅路1209号,成都市,双流区,"104.089725,30.546775",0.0,,[],[],hex_205,蔚来,104.089725,30.546775
B0L61URV8D,蔚来能源目的地充电站(内部使用成都招商银行金融后台中心1期),天府四街488号,成都市,武侯区,"104.058130,30.543573",0.0,,24小时营业,周一至周日 00:00-24:00,hex_205,蔚来,104.05813,30.543573
B0LUY6N28M,小鹏超级充电站(道森能源空港之星充电站小鹏),西航港街道羊双路309号江安社区空港之星航雅路停车场,成都市,双流区,"104.010690,30.545286",3.3,,24小时营业,周一至周日 00:00-24:00,hex_204,小鹏,104.01069,30.545286
B0K6ZUY3ON,小鹏汽车充电站(开放运营-成都双流空港S4小鹏超快充站),羊双路与航雅路交叉口北60米,成都市,双流区,"104.010873,30.545384",[],,24小时营业,周一至周日 00:00-24:00,hex_204,小鹏,104.010873,30.545384
B0L3JSE04P,汽车换电站(蔚来成都西航港生态停车场),西航港生态停车场内(江安河边),成都市,双流区,"103.983386,30.569150",[],,[],[],hex_204,蔚来,103.983386,30.56915
B0KKB5H994,理想超级充电站(理想超充站成都龙泉驿好日子社区),大面街道洪玉路1号好日子社区便民停车场,成都市,龙泉驿区,"104.168830,30.625292",3.8,,24小时营业,周一至周日 00:00-24:00,hex_230,理想,104.16883,30.625292
B0L616CFL9,小鹏超级充电站(小鹏S4超快充成都十陵友谊路站),十陵友谊路249号附102号(入口友谊路),成都市,龙泉驿区,"104.179080,30.656748",3.3,,24小时营业,周一至周日 00:00-24:00,hex_230,小鹏,104.17908,30.656748
B0LR6MF488,理想汽车超级充电站(理想超充站成都十陵东洪路),十陵街道外东洪路中段外东洪路地面停车场,成都市,龙泉驿区,"104.163870,30.648302",3.8,,24小时营业,周一至周日 00:00-24:00,hex_230,理想,104.16387,30.648302
B0KU66XY1X,小鹏超级充电站(小鹏S4超快充成都白鹤小区站),白鹤小区停车场,成都市,龙泉驿区,"104.170685,30.614796",0.0,,24小时营业,周一至周日 00:00-24:00,hex_230,小鹏,104.170685,30.614796
B0L6X6K5V0,小鹏超级充电站(小鹏S4超快充成都双桥子苏宁易购站),大田坎街162号(入口经华北路),成都市,锦江区,"104.105312,30.644443",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.105312,30.644443
B0JUK6M9UJ,蔚来汽车充电站(蔚来超充站成都和美公园),和锦路与万科路交汇处西北侧地面停车场,成都市,成华区,"104.154694,30.627694",0.0,,24小时营业,周一至周日 00:00-24:00,hex_229,蔚来,104.154694,30.627694
B0L3S61UHI,小鹏超级充电站(小鹏S4超快充成都汇泉东路站),双桂路街道汇泉东路86号四川省成都市七中育才学校,成都市,锦江区,"104.108740,30.632673",3.4,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.10874,30.632673
B0L2U6DMSZ,小鹏超级充电站(小鹏S4超快充成都紫东正街站),锦官驿街道紫东街电力社区(年丰巷53号院北)成都市七中育才附属小学锦官驿校区,成都市,锦江区,"104.090355,30.646580",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.090355,30.64658
B0IUDLGH79,小鹏汽车汽车充电站(成都东站西广场小鹏超充站),锦绣大道与青衣江路交叉口东北20米,成都市,成华区,"104.135540,30.627478",0.0,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.13554,30.627478
B0JG6LPS5A,小鹏超级充电站(小鹏S4超快充成都总府路王府井站),春熙路街道总府路王府井百货地下停车场西区061(入口福兴街),成都市,锦江区,"104.079690,30.658358",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.07969,30.658358
B0LAN6LDAF,小鹏超级充电站(小鹏S4超快充成都万科天荟二期站),天荟·万科广场地下停车场B1层,成都市,成华区,"104.124626,30.667833",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.124626,30.667833
B0LG9DWESZ,理想超级充电站(理想超充站成都经天东路上东花园),锦华路街道经天东路158-附23号上东花园,成都市,锦江区,"104.108680,30.602266",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.10868,30.602266
B0L2ZS3WMS,蔚来超充站(成都雷鳗汇泉东路地下站),双桂路街道汇泉东路86号四川省成都市七中育才学校地下停车场039,成都市,锦江区,"104.108865,30.632489",4.7,,24小时营业,周一至周日 00:00-24:00,hex_229,蔚来,104.108865,30.632489
B0LBD6HOQP,小鹏超级充电站(天荟万科充电站小鹏),天荟·万科广场地下停车场B1层,成都市,成华区,"104.124600,30.667826",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.1246,30.667826
B0LRT9AT1F,理想超级充电站(理想超充站成都成华区建设北路),跳蹬河街道建设北路三段380号泰业·时光荟,成都市,成华区,"104.114430,30.676886",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.11443,30.676886
B0LAB60WS3,小鹏超级充电站(小鹏S4超快充成都柳江新居站),锦华路二段378号对面停车位(入口锦华路二段),成都市,锦江区,"104.097870,30.604057",3.0,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.09787,30.604057
B0KK3DTUX7,理想超级充电站(理想超充站成都锦江塔子山公园),塔子山公园内(北侧),成都市,锦江区,"104.123930,30.636307",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.12393,30.636307
B0LRP6QOVC,小鹏目的地充电站(小鹏目充成都城市音乐厅站),望江路街道城市音乐厅(入口民主路),成都市,武侯区,"104.080130,30.636103",2.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.08013,30.636103
B0K0ZLZ79J,蔚来换电站(成都麻石桥),建设南路8-附1号,成都市,成华区,"104.115188,30.667589",3.8,,[],[],hex_229,蔚来,104.115188,30.667589
B0JK5ZF0JN,蔚来换电站(成都万年场紫东芯座站),双福三路195号,成都市,成华区,"104.121173,30.648302",4.1,,[],[],hex_229,蔚来,104.121173,30.648302
B0KRRUWOJH,蔚来能源汽车充电站(成都万象城C馆),二环路东三段双庆路6号万象城C馆地下停车场LG2区4052,成都市,成华区,"104.115344,30.647080",2.3,,24小时营业,周一至周日 00:00-24:00,hex_229,蔚来,104.115344,30.64708
B0IAFZ6STR,小鹏超级充电站(开放运营-小鹏S4超快充成都COSMO天廊站),COSMO天廊停车场,成都市,锦江区,"104.120834,30.629011",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.120834,30.629011
B0LRAC0D7A,理想超级充电站(理想超充站成都成华区跳蹬河北路),跳蹬河北路170号,成都市,成华区,"104.121590,30.659683",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.12159,30.659683
B0LDZDTT5P,理想超级充电站(理想超充站成都成华区杉板桥南三路),衫板桥跳蹬河北路183号杉板桥地面停车场,成都市,成华区,"104.120570,30.662539",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.12057,30.662539
B0IRFY9FVM,蔚来能源目的地充电站(成都万象城C馆),二环路东三段双庆路6号万象城C馆地下停车场LG2区4052,成都市,成华区,"104.116160,30.646906",2.3,,24小时营业,周一至周日 00:00-24:00,hex_229,蔚来,104.11616,30.646906
B0JU9UAEKF,蔚来能源超级充电站(成都龙泉梵木创艺区),东洪路688号1栋地面停车场(成渝立交地铁站B口步行410米),成都市,成华区,"104.149895,30.622688",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,蔚来,104.149895,30.622688
B0LUJCA2HW,理想超级充电站(理想超充站成都成华希尔顿欢朋酒店),杉板桥1路希尔顿欢朋酒店,成都市,成华区,"104.114620,30.663930",3.3,,24小时营业,周一至周日 00:00-24:00,hex_229,理想,104.11462,30.66393
B0M6V9KI2T,小鹏汽车充电站(小鹏超充成都城市音乐厅站),望江路街道城市音乐厅地下停车场2016(入口民主路),成都市,武侯区,"104.080086,30.636074",3.8,,24小时营业,周一至周日 00:00-24:00,hex_229,小鹏,104.080086,30.636074
B0LAUC331N,理想超级充电站(理想超充站成都岷山饭店),春熙路街道盐道街岷山饭店,成都市,锦江区,"104.066720,30.649017",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.06672,30.649017
B0L196GI8Y,小鹏超级充电站(小鹏-bp S4超快充成都青羊文化宫站),华街道中环路青羊大道168号,成都市,青羊区,"104.009470,30.669930",3.3,,24小时营业,周一至周日 00:00-24:00,hex_228,小鹏,104.00947,30.66993
B0KKJ7KYTU,蔚来换电站(青少年宫小南街),小南街34号,成都市,青羊区,"104.054720,30.655965",0.0,,[],[],hex_228,蔚来,104.05472,30.655965
B0L2U9FQB6,理想超级充电站(理想超充站成都川旅大厦),火车南站街道新加坡花园川旅大厦,成都市,武侯区,"104.060295,30.609160",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.060295,30.60916
B0IUDLL7WV,小鹏超级充电站(小鹏S4超快充成都红牌楼广场站),红牌楼广场地下停车场(红牌楼地铁站D口步行150米),成都市,武侯区,"104.029030,30.633465",3.3,,24小时营业,周一至周日 00:00-24:00,hex_228,小鹏,104.02903,30.633465
B0IUDLGP7S,小鹏汽车充电站(小鹏超充成都百扬大厦站),百扬大厦地下停车场,成都市,锦江区,"104.067441,30.656008",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,小鹏,104.067441,30.656008
B0KK2UCG3T,理想超级充电站(理想超充站成都高新神仙树全季酒店),芳草街街道紫丁巷8号成都高新技术产业开发区,成都市,武侯区,"104.044810,30.618776",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.04481,30.618776
B0LUO9KIVX,理想超级充电站(理想超充站成都摩尔国际),簇锦街道诗锦路摩尔国际(簇锦地铁站C口步行490米),成都市,武侯区,"104.004950,30.613750",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.00495,30.61375
B0LD5D6OLD,理想充电站(理想超充站成都渝江皇冠假日酒店),渝江皇冠假日酒店地面停车场,成都市,武侯区,"103.981927,30.644902",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,103.981927,30.644902
B0L0HMQ1LA,理想超级充电站(理想超充站成都商鼎国际),火车南站街道翠云庭商鼎国际,成都市,武侯区,"104.068756,30.618547",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.068756,30.618547
B0JBOUKHCU,小鹏超级充电站(小鹏S4超快充尚品奥莱广场充电站),尚品奥莱广场武侯店地下停车场,成都市,武侯区,"103.998830,30.622126",3.5,,24小时营业,周一至周日 00:00-24:00,hex_228,小鹏,103.99883,30.622126
B0KKJUMVTC,蔚来换电站(武侯区高升桥),七道堰街与广福桥正街交叉口东180米,成都市,武侯区,"104.039243,30.642264",4.0,,[],[],hex_228,蔚来,104.039243,30.642264
B0L12OV98V,理想汽车充电站(理想超充站成都武侯生态体育公园),机投桥街道万丰路武侯生态体育公园(西南角),成都市,武侯区,"103.990340,30.656092",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,103.99034,30.656092
B0LRJDH0N8,理想超级充电站(理想超充站成都新阵地高尔夫中心),芳草街街道成都新阵地高尔夫俱乐部,成都市,武侯区,"104.048515,30.608345",3.8,,24小时营业,周一至周日 00:00-24:00,hex_228,理想,104.048515,30.608345
B0I2USU9PW,蔚来能源目的地充电站(邛崃天府红谷耕读桃源),高何镇天府红谷·耕读桃源,成都市,邛崃市,"103.107272,30.297077",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_98,蔚来,103.107272,30.297077
B0KR7RHZT1,蔚来能源目的地充电站(成都邛崃我们的院子),我们的院子精品民宿东侧250米,成都市,邛崃市,"103.319370,30.414213",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_149,蔚来,103.31937,30.414213
B0KR7RMMA1,蔚来能源汽车充电站(成都中铁花水湾温泉酒店),花水湾镇(西岭雪山脚下),成都市,大邑县,"103.255420,30.553330",2.0,,24小时营业,周一至周日 00:00-24:00,hex_196,蔚来,103.25542,30.55333
B0KR7RJG5P,蔚来能源目的地充电站(大邑花水湾温泉第一村酒店),花水湾温泉小镇138号,成都市,大邑县,"103.260060,30.563840",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_196,蔚来,103.26006,30.56384
B0LAKUJ4CA,蔚来能源目的地充电站(大邑花水湾凤栖林温泉酒店),花水湾风景区成都大邑花水湾镇金三角温泉北街2号,成都市,大邑县,"103.258835,30.567131",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_196,蔚来,103.258835,30.567131
B0KRRUWOJF,蔚来能源目的地充电站(成都中铁花水湾温泉酒店),花水湾镇(西岭雪山脚下),成都市,大邑县,"103.255440,30.553358",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_196,蔚来,103.25544,30.553358
B0LAVU2CQL,蔚来能源目的地充电站(大邑安仁福朋喜来登酒店),安仁镇迎宾路198号,成都市,大邑县,"103.616750,30.506182",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_175,蔚来,103.61675,30.506182
B0JKASLNWO,蔚来能源超级充电站(成都大邑雪山大道一段),成都贝根管道科技有限公司(大邑商会大厦东),成都市,大邑县,"103.539290,30.566177",3.3,,24小时营业,周一至周日 00:00-24:00,hex_199,蔚来,103.53929,30.566177
B0L15C14W2,汽车充电站(成都大邑雪山大道一段蔚来站),邑新大道873号,成都市,大邑县,"103.539352,30.566247",[],,[],[],hex_199,蔚来,103.539352,30.566247
B0IAFZ7NRC,小鹏目的地充电站(小鹏目充成都大邑1979雾山厂盒酒店站),鹤鸣镇1979雾山厂盒度假酒店(入口Y021乡道),成都市,大邑县,"103.388275,30.685875",2.3,,24小时营业,周一至周日 00:00-24:00,hex_245,小鹏,103.388275,30.685875
B0LAVU7DPM,蔚来能源目的地充电站(青城山如释青尘民宿),街子镇莲经村二组,成都市,崇州市,"103.517600,30.837864",1.9,,09:00-19:00,周一至周日 09:00-19:00,hex_295,蔚来,103.5176,30.837864
B0IAFZ9FPL,小鹏目的地充电站(小鹏目充成都青城山青暇山居野奢度假酒店站),艳景社区十组20号(入口沙街路),成都市,都江堰市,"103.549706,30.853828",1.0,,24小时营业,周一至周日 00:00-24:00,hex_295,小鹏,103.549706,30.853828
B0JK7UPZ1K,蔚来能源超级充电站(简阳e家天下),e家天下,成都市,简阳市,"104.506093,30.430226",3.3,,24小时营业,周一至周日 00:00-24:00,hex_162,蔚来,104.506093,30.430226
B0JG6LNUPI,小鹏汽车充电站(小鹏超充成都万千购物中心站),栖贤街道希望·未来城地下停车场B区0401(文达路入口),成都市,金堂县,"104.459440,30.851454",3.8,,24小时营业,周一至周日 00:00-24:00,hex_305,小鹏,104.45944,30.851454
B0J0PU8LS3,蔚来能源超级充电站(成都金堂迎宾大道一段),金泉路168号地面停车场01,成都市,金堂县,"104.409059,30.849697",2.6,,24小时营业,周一至周日 00:00-24:00,hex_305,蔚来,104.409059,30.849697
B0KROATSQ0,理想汽车充电站(理想超充站成都新津普兴东街),普兴东街20号附4号,成都市,新津区,"103.898950,30.405422",3.8,,24小时营业,周一至周日 00:00-24:00,hex_155,理想,103.89895,30.405422
B0KDL9U13F,蔚来能源超级充电站(成都新津花桥),长绍街亚汇石油(万里加油站)东北侧约150米,成都市,新津区,"103.849785,30.433733",3.3,,24小时营业,周一至周日 00:00-24:00,hex_155,蔚来,103.849785,30.433733
B0KK0C91YV,理想超级充电站(理想超充站成都双流迎春桥),迎春桥社区地面停车场,成都市,双流区,"103.935036,30.587704",3.8,,24小时营业,周一至周日 00:00-24:00,hex_203,理想,103.935036,30.587704
